Qiymet,Kategoriya,Mertebe,Otaq,Kupca,Seher
114 000,Yeni tikili,7 / 14,2,var,"Bakı şəhəri, Mir Cəlal küçəsi "
170 000,Yeni tikili,17 / 17,3,var,"Bakı şəhəri, Məhəmməd Hadi küçəsi"
65 800,Köhnə tikili,3 / 5,2,var,"Bakı şəhəri,  Əlimirzə Məhəmmədov küç. 1005 keçid"
239 000,Yeni tikili,11 / 18,3,var,"Bakı şəhəri, Həsənoğlu küç."
89 000,Yeni tikili,10 / 19,3,var,"Bakı şəhəri, Y.Əliyev küç."
190 000,Yeni tikili,7 / 18,3,var,"Bakı şəhəri, ул.А.Нахчивани "
385 000,Yeni tikili,3 / 15,4,yoxdur,"Bakı şəhəri, Xan Şuşinski küç."
108 000,Yeni tikili,3 / 10,2,yoxdur,"Bakı şəhəri, Esed Ehmedov 67"
96 000,Yeni tikili,9 / 16,2,yoxdur,"Bakı şəhəri, Azər Manafov küç. ev 1"
170 000,Yeni tikili,7 / 8,3,yoxdur,"Bakı şəhəri, Həsən Əliyev küçəsi"
110 000,Yeni tikili,15 / 20,2,yoxdur,"Bakı şəhəri, Rüstəm Rüstəmov küç."
88 000,Köhnə tikili,4 / 9,2,var,"Bakı şəhəri, Fətəli Xan Xoyski küç."
110 000,Yeni tikili,1 / 17,3,var,"Bakı şəhəri, Mir Cəlal küç."
70 000,Yeni tikili,12 / 15,2,yoxdur,"Bakı şəhəri, G.Şıxlınski küçəsi "
350 000,Yeni tikili,10 / 19,3,var,"Bakı şəhəri, Həsən Salmani 1a "
105 000,Yeni tikili,4 / 16,2,var,"Bakı şəhəri, Məhəmməd Hadi küçəsi "
189 000,Yeni tikili,13 / 17,3,yoxdur,"Bakı şəhəri, Səməd Vurğun k."
120 000,Yeni tikili,11 / 12,3,yoxdur,"Bakı şəhəri,  Nazim Hikmət küç"
128 000,Yeni tikili,5 / 16,3,var,"Bakı şəhəri, Ə.Əhmədov k."
181 000,Yeni tikili,13 / 18,3,var,"Bakı şəhəri, Zahid Xəlilov küç."
60 000,Yeni tikili,6 / 11,2,var,"Bakı şəhəri, Xırdalan Abşeron Gənclər s blok 73"
250 000,Yeni tikili,7 / 16,3,var,"Bakı şəhəri, Təbriz küç"
210 000,Yeni tikili,4 / 18,2,var,"Bakı şəhəri, Əbdülrəhimbəy Haqverdiyev 14"
330 000,Yeni tikili,11 / 20,3,var,"Bakı şəhəri, Haqverdiyev küç."
65 000,Köhnə tikili,4 / 5,2,var,"Bakı şəhəri, Yavər Əliyev küç."
110 000,Köhnə tikili,4 / 4,3,var,"Bakı şəhəri, Heydər Əliyev prospekti 99/2"
109 000,Yeni tikili,15 / 15,2,var,"Bakı şəhəri, Sadiqcan küç"
185 000,Yeni tikili,14 / 20,3,var,"Bakı şəhəri, Şərifzadə k."
155 000,Yeni tikili,6 / 16,2,var,"Bakı şəhəri, Ənvər Qasımzadə  küçəsi."
245 000,Yeni tikili,13 / 18,4,var,"Bakı şəhəri, Abbas Mirzə Şərifzadə küç "
86 000,Yeni tikili,4 / 10,2,var,"Bakı şəhəri, Samir Cəfərov küçəsi"
68 000,Köhnə tikili,8 / 9,2,var,"Bakı şəhəri, Elman Qasimov kuc"
138 999,Yeni tikili,14 / 16,2,var,"Bakı şəhəri, Xudu Məmmədov küç."
155 000,Yeni tikili,12 / 27,2,yoxdur,"Bakı şəhəri, Tbilisi pr. "
215 000,Yeni tikili,5 / 17,3,var,"Bakı şəhəri, Abdulvahab Salamzadə küçəsi"
119 000,Yeni tikili,9 / 17,2,var,"Bakı şəhəri, Xətai pr. "
79 000,Köhnə tikili,2 / 9,2,var,"Bakı şəhəri, İlqar Zülfüqarov küçəsi "
172 500,Yeni tikili,7 / 18,3,var,"Bakı şəhəri, Əcəmi Naxçıvani küçəsi"
48 000,Yeni tikili,13 / 13,2,var,"Xırdalan şəhəri, H.Əliyev pr."
74 000,Köhnə tikili,3 / 9,2,var,"Bakı şəhəri, D massivi bina 21"
170 000,Yeni tikili,9 / 16,2,yoxdur,"Bakı şəhəri, Mirəli Qaşqay 21"
75 000,Köhnə tikili,2 / 5,1,var,"Bakı şəhəri, Hüseyn Cavid pr. 32"
89 900,Yeni tikili,11 / 16,2,yoxdur,"Bakı şəhəri,  8 Noyabr Pr"
135 000,Yeni tikili,17 / 17,3,var,"Bakı şəhəri,  M.Hadi kucesi"
110 000,Yeni tikili,14 / 18,2,var,"Bakı şəhəri, Əsəd Əhmədov küç."
265 000,Yeni tikili,5 / 17,3,var,"Bakı şəhəri, Zahid Xəlilov 36"
105 000,Yeni tikili,8 / 14,2,var,"Bakı şəhəri, Xudu Məmmədov  küç."
104 000,Yeni tikili,14 / 17,2,var,"Bakı şəhəri, Şirin Mirzəyev küç"
96 000,Yeni tikili,8 / 18,2,var,"Bakı şəhəri, Ə.Əhmədov 20"
290 000,Yeni tikili,7 / 19,3,var,"Bakı şəhəri, Zahid Xəlilov küçəsi 57"
165 000,Yeni tikili,4 / 15,2,yoxdur,"Bakı şəhəri, Mərdanov Qardaşları küç."
75 000,Yeni tikili,15 / 17,2,var,"Bakı şəhəri, Əsəd Əhmədov küç."
31 000,Yeni tikili,4 / 10,1,yoxdur,"Xırdalan şəhəri, H.Əliyev pr."
229 999,Yeni tikili,7 / 18,4,yoxdur,"Bakı şəhəri, Zərdabi k."
165 000,Köhnə tikili,3 / 5,4,var,"Bakı şəhəri, Cəfər Xəndan Küçəsi"
279 000,Yeni tikili,13 / 24,4,yoxdur,"Bakı şəhəri, Tbilisi prospekti"
285 000,Yeni tikili,4 / 18,3,var,"Bakı şəhəri, Hüseyn Cavid prospekti"
245 000,Yeni tikili,8 / 12,2,var,"Bakı şəhəri, Səməd Vurğun küç "
115 000,Köhnə tikili,5 / 9,4,var,"Bakı şəhəri, Köhnə Günəşli qəsəbəsi "
273 000,Yeni tikili,16 / 17,3,var,"Bakı şəhəri, İ.Həsənoğlu 7"
169 800,Yeni tikili,12 / 13,3,var,"Bakı şəhəri, S.Ə.Şirvani küç. 56"
320 000,Yeni tikili,8 / 8,4,var,"Bakı şəhəri, Y.V.Çəmənzəminli küçəsi "
156 000,Yeni tikili,8 / 16,4,var,"Xırdalan şəhəri, H.Əliyev pr."
269 000,Yeni tikili,5 / 16,3,var,"Bakı şəhəri, Süleyman Vəzirov küçəsi "
154 000,Yeni tikili,14 / 17,3,var,"Bakı şəhəri, Zığ şossesi"
101 000,Köhnə tikili,1 / 5,3,var,"Bakı şəhəri, Naxçıvanski küç."
145 000,Yeni tikili,6 / 16,3,var,"Bakı şəhəri, Xudu Məmmədov küçəsi "
105 000,Yeni tikili,13 / 14,3,var,"Bakı şəhəri, Əliağa Vahid küç. 180"
250 000,Yeni tikili,6 / 18,3,var,"Bakı şəhəri, Ənvər Hüseynov 47"
89 000,Yeni tikili,9 / 15,1,yoxdur,"Bakı şəhəri, Neapol küçəsi"
94 500,Yeni tikili,8 / 16,2,var,"Bakı şəhəri, ул Г.Алиева"
132 000,Yeni tikili,7 / 19,3,var,"Bakı şəhəri, Lütfizadə küçəsi "
118 000,Köhnə tikili,4 / 5,3,var,"Bakı şəhəri, Şərifzadə küç."
245 000,Yeni tikili,5 / 12,3,yoxdur,"Bakı şəhəri,  L.Rastropoviç küçəsi"
79 000,Köhnə tikili,3 / 5,2,var,"Bakı şəhəri, Qara Qarayev prospekti 63"
275 000,Yeni tikili,14 / 15,3,var,"Bakı şəhəri, Qurban Xəlilov küç"
170 000,Yeni tikili,5 / 10,4,var,"Bakı şəhəri, Z.Xəlilov k.100"
150 000,Yeni tikili,5 / 19,3,yoxdur,"Bakı şəhəri, Gəncə pr."
108 000,Yeni tikili,7 / 21,2,yoxdur,"Bakı şəhəri, Səməd Vurğun və Həsən Əliyev küç. kəsişmə"
600 000,Yeni tikili,13 / 19,3,var,"Bakı şəhəri, Üzeyr Hacıbəyov küç"
95 000,Yeni tikili,12 / 13,3,var,"Xırdalan şəhəri, H.Əliyev küçəsi"
250 000,Yeni tikili,6 / 17,3,var,"Bakı şəhəri, Tblisi prospekti "
154 000,Yeni tikili,5 / 17,2,var,"Bakı şəhəri, Z.Xəlilov küç."
155 000,Köhnə tikili,4 / 5,3,var,"Bakı şəhəri, Hacı Məmmədov küçəsi "
117 000,Köhnə tikili,3 / 9,3,var,"Bakı şəhəri, Qara Qarayev pr."
144 000,Yeni tikili,7 / 12,2,var,"Bakı şəhəri, Abdulvahab Salamzadə küç"
155 000,Yeni tikili,2 / 17,3,var,"Bakı şəhəri, Ceyhun Səlimov küç.74"
290 000,Yeni tikili,5 / 6,6,var,"Bakı şəhəri, Əhəd Yaqubov küç. 52C"
320 000,Yeni tikili,13 / 17,4,yoxdur,"Bakı şəhəri, Zərdabi küçəsi 78"
270 000,Yeni tikili,13 / 17,3,var,"Bakı şəhəri, Xətai pr"
200 000,Yeni tikili,2 / 17,3,yoxdur,"Bakı şəhəri, Q.Quluyev küç. 15"
154 000,Yeni tikili,9 / 17,2,var,"Bakı şəhəri, Afiyyədin Cəlilov küç"
109 946,Yeni tikili,16 / 18,3,yoxdur,"Bakı şəhəri, A.M.Şərifzadə küç. 241 "
138 000,Yeni tikili,10 / 11,3,var,"Bakı şəhəri, Elşən Süleymanov küç."
250 000,Köhnə tikili,1 / 2,4,var,"Bakı şəhəri, Əlimərdan Topçubaşov küç "
375 000,Yeni tikili,12 / 18,4,var,"Bakı şəhəri, Feyzulla Qasımzadə küç"
237 000,Yeni tikili,7 / 16,3,var,"Bakı şəhəri, Azadlıq pr. "
260 000,Yeni tikili,14 / 19,3,var,"Bakı şəhəri, Əliyar Əliyev küçəsi "
600 000,Yeni tikili,14 / 15,6,var,"Bakı şəhəri, Azadlıq prospekti"
175 000,Yeni tikili,3 / 16,4,var,"Bakı şəhəri, M.Xiyabani küç. 26"
90 000,Yeni tikili,9 / 13,2,yoxdur,"Xırdalan şəhəri, H.Əliyev pr."
109 000,Yeni tikili,13 / 20,2,yoxdur,"Bakı şəhəri, Gəncə prospekti "
127 000,Yeni tikili,2 / 5,3,var,"Bakı şəhəri, Faiq Yusifov Küç."
200 000,Yeni tikili,5 / 12,3,var,"Bakı şəhəri, Azadlıq prospekti 204"
65 000,Yeni tikili,1 / 12,2,var,"Bakı şəhəri, Şıxlinski küç. 19 b.mənzil 3"
380 000,Yeni tikili,4 / 18,3,var,"Bakı şəhəri, Cəfər Cabbarlı küç."
135 000,Yeni tikili,3 / 17,3,yoxdur,"Bakı şəhəri, M.Hadi küçəsi"
300 000,Yeni tikili,8 / 16,3,yoxdur,"Bakı şəhəri, Səməd Vurğun küçəsi  "
77 000,Yeni tikili,5 / 13,3,yoxdur,"Xırdalan şəhəri, Nizami Gəncəvi küç"
89 000,Yeni tikili,16 / 17,3,var,"Bakı şəhəri, Xudu Məmmədov  küç."
93 000,Yeni tikili,11 / 20,3,var,"Bakı şəhəri, Lütfizadə küç"
135 000,Köhnə tikili,2 / 6,2,var,"Bakı şəhəri, Inşaatçılar pr "
57 200,Yeni tikili,3 / 4,3,yoxdur,"Bakı şəhəri, Əliağa Vahid prospekti 10"
270 000,Köhnə tikili,4 / 4,4,var,"Bakı şəhəri, Bül-Bül prospekti"
330 000,Köhnə tikili,2 / 4,4,var,"Bakı şəhəri, Neftçilər pr."
369 000,Yeni tikili,18 / 24,4,var,"Bakı şəhəri, Səməd Vurğun küçəsi "
211 000,Yeni tikili,17 / 22,3,var,"Bakı şəhəri, S. Vəzirov küç"
215 000,Yeni tikili,12 / 17,3,var,"Bakı şəhəri, Maqsud Əli Zadə küç."
119 999,Yeni tikili,2 / 16,3,var,"Bakı şəhəri, Rüstəm Rüstəmov küç."
235 000,Yeni tikili,3 / 17,4,yoxdur,"Bakı şəhəri, Neapol küç"
76 000,Köhnə tikili,1 / 2,2,var,"Bakı şəhəri, Fizuli küç "
130 000,Yeni tikili,13 / 18,2,var,"Bakı şəhəri, Dadaş Bünyadzadə küç."
450 000,Yeni tikili,5 / 16,3,var,"Bakı şəhəri, Hüseyn Cavid prospekti"
165 000,Yeni tikili,3 / 20,3,var,"Bakı şəhəri, Həsən bəy Zərdabi küç."
80 000,Köhnə tikili,3 / 5,2,var,"Bakı şəhəri, Babək pr. "
113 500,Yeni tikili,18 / 18,2,yoxdur,"Bakı şəhəri, пр. Хатаи"
89 500,Köhnə tikili,3 / 5,3,var,"Bakı şəhəri, Cavadxan küç."
175 000,Yeni tikili,8 / 16,4,yoxdur,"Bakı şəhəri, Əliyar Əliyev küçəsi"
130 000,Yeni tikili,12 / 20,3,var,"Bakı şəhəri, Gəncə prospekti"
130 000,Köhnə tikili,5 / 5,3,var,"Bakı şəhəri, Zərdabi k."
220 000,Köhnə tikili,6 / 9,4,var,"Bakı şəhəri, Dilarə Əliyeva küç."
510 000,Yeni tikili,8 / 22,3,var,"Bakı şəhəri, ул Гуткашенли"
215 000,Yeni tikili,8 / 12,3,var,"Bakı şəhəri, Qarabağ küçəsi"
227 000,Yeni tikili,7 / 12,3,var,"Bakı şəhəri, Əbdülvahab Salamzadə 38"
360 000,Yeni tikili,5 / 16,4,var,"Bakı şəhəri, Təbriz küç."
145 000,Yeni tikili,11 / 14,3,var,"Bakı şəhəri, Əbdülvahab Salamzadə küç"
165 000,Yeni tikili,3 / 10,3,yoxdur,"Bakı şəhəri, Qarabağ küçəsi"
174 000,Yeni tikili,13 / 17,3,yoxdur,"Bakı şəhəri,  Faiq Yusifov küçəsi"
155 000,Köhnə tikili,3 / 5,4,var,"Bakı şəhəri, Ismayıl Məmmədov kuçəsi"
145 000,Yeni tikili,8 / 10,3,var,"Bakı şəhəri, Zahid Xəlilov küç"
28 000,Yeni tikili,14 / 16,1,yoxdur,"Xırdalan şəhəri, M.Rəsulzadə 1 a.blok 8."
228 000,Yeni tikili,10 / 20,3,yoxdur,"Bakı şəhəri, Azadlıq pr, 50"
53 000,Yeni tikili,1 / 8,2,yoxdur,"Xırdalan şəhəri, Heydər Əliyev prospekti 57"
95 000,Köhnə tikili,7 / 9,2,var,"Bakı şəhəri, Zahid Xəlilov küç. 36"
112 000,Köhnə tikili,5 / 5,3,var,"Bakı şəhəri, Ramiz Qəmbərov küç. Ev 24. Mən.20"
90 000,Köhnə tikili,4 / 5,2,var,"Bakı şəhəri, 20 Yanvar küç. "
185 000,Yeni tikili,3 / 17,2,yoxdur,"Bakı şəhəri, Zahid Xəlilov küç."
93 500,Yeni tikili,19 / 20,3,var,"Bakı şəhəri, Xudu Məmmədov küç."
225 000,Yeni tikili,14 / 24,3,yoxdur,"Bakı şəhəri, Şəfayət Mehdiyev küç"
215 000,Yeni tikili,16 / 18,3,var,"Bakı şəhəri,  Faiq Yusifov küç."
118 000,Yeni tikili,16 / 16,2,yoxdur,"Bakı şəhəri, Təbriz və Çəmənzəminli küç. kəsişməsi"
73 000,Yeni tikili,5 / 9,2,var,"Xırdalan şəhəri, 30/cu məhəllə"
125 000,Köhnə tikili,9 / 9,5,var,"Bakı şəhəri, Əsəd Əhmədov küç."
185 000,Yeni tikili,4 / 18,2,var,"Bakı şəhəri, Mətbuat prospekti"
99 500,Köhnə tikili,7 / 9,2,var,"Bakı şəhəri, 8 Noyabr prospekti"
133 000,Yeni tikili,7 / 16,2,var,"Bakı şəhəri, Nəsrəddin Tusi küç"
98 000,Köhnə tikili,4 / 5,1,var,"Bakı şəhəri, 28 May küç. "
90 000,Köhnə tikili,4 / 5,3,var,"Bakı şəhəri, Ассаф-Зейналлы 24 - 34"
2 200 000,Yeni tikili,19 / 27,5,var,"Bakı şəhəri, Neftçilər pr."
175 000,Köhnə tikili,8 / 9,3,var,"Bakı şəhəri, Zahid Xəlilov küçəsi"
145 000,Köhnə tikili,7 / 9,2,var,"Bakı şəhəri, Parlament pr"
260 000,Yeni tikili,9 / 17,4,yoxdur,"Bakı şəhəri, Mirəli Qaşqay küç"
170 000,Köhnə tikili,3 / 4,2,var,"Bakı şəhəri, Neftçilər pr."
275 000,Yeni tikili,11 / 19,4,var,"Bakı şəhəri, Xətai pr."
149 900,Köhnə tikili,9 / 9,4,var,"Bakı şəhəri, Ceyhun Səlimov küçəsi"
145 000,Yeni tikili,5 / 14,3,yoxdur,"Bakı şəhəri, Əsəd Əhmədov küçəsi "
70 000,Yeni tikili,5 / 16,1,yoxdur,"Bakı şəhəri, Sarabski küçəsi ev 94"
130 000,Yeni tikili,4 / 16,2,yoxdur,"Bakı şəhəri, Şirin Mirzəyev küç. "
82 000,Köhnə tikili,1 / 5,2,var,"Bakı şəhəri, Məhəmməd Hadi küç."
99 000,Yeni tikili,10 / 17,3,var,"Bakı şəhəri, Xudu Məmmədov  küç."
82 000,Yeni tikili,5 / 17,2,yoxdur,"Bakı şəhəri, Məzahir Rüstəmov küç."
320 000,Yeni tikili,13 / 18,5,var,"Bakı şəhəri, Tebriz kucesi"
45 000,Yeni tikili,2 / 4,2,yoxdur,"Xırdalan şəhəri, Heydər Əliyev 230"
340 000,Yeni tikili,10 / 12,3,var,"Bakı şəhəri, Aşıq Alı küçəsi"
138 000,Köhnə tikili,10 / 10,2,var,"Bakı şəhəri, Şamil Əzizbəyov küç."
195 000,Yeni tikili,9 / 11,3,var,"Bakı şəhəri, Cavadxan küçəsi"
305 000,Yeni tikili,15 / 16,4,var,"Bakı şəhəri, İsmayıl Hidayətzadə k."
215 000,Yeni tikili,8 / 12,3,var,"Bakı şəhəri, Xətai pr."
225 000,Yeni tikili,2 / 16,3,var,"Bakı şəhəri, Xocalı prospekti"
116 000,Köhnə tikili,8 / 13,4,var,"Bakı şəhəri, Abbasqulu Abbaszadə küçəsi"
255 000,Yeni tikili,14 / 16,2,var,"Bakı şəhəri, Xocalı pr."
125 000,Yeni tikili,18 / 18,2,var,"Bakı şəhəri, Mir Cəlal küçəsi"
125 000,Yeni tikili,6 / 20,2,var,"Bakı şəhəri, Gəncə prospekti "
79 000,Köhnə tikili,7 / 9,2,var,"Bakı şəhəri, Adil Məmmədov küç"
105 000,Yeni tikili,3 / 19,2,yoxdur,"Bakı şəhəri, Gəncə prospekti"
245 000,Yeni tikili,17 / 17,3,var,"Bakı şəhəri, Qarabağ küç."
294 000,Yeni tikili,3 / 12,3,yoxdur,"Bakı şəhəri, Nizami küç"
91 000,Yeni tikili,7 / 9,3,var,"Xırdalan şəhəri, Heydər Əliyev 230"
330 000,Yeni tikili,10 / 18,3,var,"Bakı şəhəri, Fuad İbrahimbəyov küç"
170 000,Köhnə tikili,3 / 5,2,var,"Bakı şəhəri, Üzeyir Hacıbəyov 50"
245 000,Yeni tikili,4 / 5,4,var,"Bakı şəhəri, Badamdar qəs. 1-ci massiv"
156 000,Yeni tikili,8 / 16,3,var,"Bakı şəhəri, Tbilisi prospekti"
145 000,Yeni tikili,18 / 19,3,yoxdur,"Bakı şəhəri, Gəncə prospekti "
130 000,Yeni tikili,14 / 14,1,var,"Bakı şəhəri, пр.Метбуат 25"
140 000,Yeni tikili,11 / 19,2,var,"Bakı şəhəri, Əliyar Əliyev küç "
145 000,Yeni tikili,8 / 17,2,var,"Bakı şəhəri, Həsən Əliyev küç "
90 000,Köhnə tikili,9 / 9,1,var,"Bakı şəhəri, Yusif Səfərov küçəsi"
249 999,Köhnə tikili,2 / 8,3,var,"Bakı şəhəri, Murtuza Muxtarov küç."
95 000,Köhnə tikili,3 / 5,2,var,"Bakı şəhəri, Mirəli Qaşqay küç."
88 000,Köhnə tikili,1 / 4,3,var,"Bakı şəhəri, Çaykovski küç 65"
280 000,Yeni tikili,3 / 14,3,var,"Bakı şəhəri, Naxçivani küç"
160 000,Yeni tikili,3 / 12,2,var,"Bakı şəhəri, Ağa Nemətulla k. "
280 000,Yeni tikili,17 / 19,4,var,"Bakı şəhəri, Həsən Əliyev küçəsi"
285 000,Yeni tikili,6 / 14,3,var,"Bakı şəhəri, Lev Tolstoy küçəsi"
370 000,Yeni tikili,8 / 18,3,var,"Bakı şəhəri, Salatin Əsgərova küç"
250 000,Yeni tikili,11 / 17,3,var,"Bakı şəhəri, Mir Cəlal  küç."
780 000,Yeni tikili,15 / 18,4,var,"Bakı şəhəri, Üzeyir Hacıbəyov küçəsi"
79 000,Yeni tikili,17 / 17,2,var,"Bakı şəhəri,  Əsəd Əhmədov küçəsi"
85 000,Köhnə tikili,1 / 9,2,var,"Bakı şəhəri, ул.А.Гулиева 12"
84 000,Yeni tikili,10 / 20,2,var,"Bakı şəhəri, Bakı ş., H.Zərdabi küçəsi"
125 000,Yeni tikili,15 / 24,2,yoxdur,"Bakı şəhəri, Xocalı prospekti "
434 000,Yeni tikili,10 / 19,3,yoxdur,"Bakı şəhəri, 546-ci mehelle. Ş.Mehdiyev kuc.19"
285 000,Yeni tikili,11 / 17,3,var,"Bakı şəhəri, Yusif Vəzir Çəmənzəminli küç."
280 000,Yeni tikili,10 / 20,3,yoxdur,"Bakı şəhəri, Ağ şəhər, Mərkəzi Bulvar küç."
118 000,Yeni tikili,8 / 11,2,var,"Bakı şəhəri, Əsəd Əhmədov küç."
150 000,Yeni tikili,10 / 16,2,yoxdur,"Bakı şəhəri, F.Yusifov küçəsi"
289 000,Yeni tikili,7 / 15,3,var,"Bakı şəhəri, Səməd Vurğun küç"
110 000,Yeni tikili,3 / 17,2,yoxdur,"Bakı şəhəri, Bəkir Çobanzadə küçəsi"
225 000,Yeni tikili,12 / 21,5,var,"Bakı şəhəri, Moskva pr"
320 000,Yeni tikili,15 / 17,4,yoxdur,"Bakı şəhəri, Ə.Əlizadə küçəsi."
330 000,Yeni tikili,13 / 17,3,var,"Bakı şəhəri, M. Qaşqay 36"
120 000,Köhnə tikili,8 / 9,4,var,"Bakı şəhəri, Sakit Qocayev küç."
100 000,Yeni tikili,14 / 17,2,yoxdur,"Bakı şəhəri, Mir Cəlal küçəsi."
67 200,Yeni tikili,12 / 13,2,var,"Bakı şəhəri, Ə.Vahid küçəsi"
210 000,Yeni tikili,11 / 18,3,var,"Bakı şəhəri, Əbdülvahab Salamzadə küçəsi"
66 000,Köhnə tikili,4 / 9,1,var,"Bakı şəhəri, Şıxlinski küçəsi "
100 500,Yeni tikili,9 / 16,2,yoxdur,"Bakı şəhəri, 3121-ci məhəllə. Abay Kunanbayev 78p"
117 000,Yeni tikili,9 / 16,2,yoxdur,"Bakı şəhəri, Əliyar Əliyev küç."
216 000,Yeni tikili,3 / 7,3,var,"Bakı şəhəri, Heydər Əliyev pr."
232 000,Yeni tikili,17 / 18,3,var,"Bakı şəhəri, Хан Шушинский 40"
75 000,Yeni tikili,15 / 15,2,yoxdur,"Bakı şəhəri, Neapol küç."
250 000,Yeni tikili,8 / 17,2,yoxdur,"Bakı şəhəri, Zivər bəy Əhmədbəyov küç."
239 999,Yeni tikili,10 / 17,3,yoxdur,"Bakı şəhəri, M.Sənani 35"
92 000,Yeni tikili,9 / 13,3,yoxdur,"Xırdalan şəhəri, Mehdi Hüseynzadə küç.  m. 43"
380 000,Köhnə tikili,7 / 7,4,var,"Bakı şəhəri, Parlament prospekti 46 "
194 000,Yeni tikili,5 / 16,3,var,"Bakı şəhəri, Mirmahmud Kazımovski küç."
210 000,Köhnə tikili,4 / 9,4,var,"Bakı şəhəri, Nərimanov pr."
76 000,Köhnə tikili,9 / 9,2,var,"Bakı şəhəri, General Şixlinski küç "
135 000,Köhnə tikili,5 / 9,3,var,"Bakı şəhəri, Həmzə Babaşov küçəsi."
182 000,Yeni tikili,4 / 16,2,yoxdur,"Bakı şəhəri, Nazim Hacıyev küç"
250 000,Yeni tikili,9 / 16,3,yoxdur,"Bakı şəhəri, Zahid Xəlilov 30A"
303 000,Yeni tikili,5 / 17,3,yoxdur,"Bakı şəhəri, Z.Xelilov küç  56 b"
170 000,Yeni tikili,3 / 24,3,var,"Bakı şəhəri, Fəzail Bayramov küç "
136 000,Yeni tikili,13 / 17,2,var,"Bakı şəhəri, Xudu Məmmədov küç."
310 000,Yeni tikili,15 / 16,4,var,"Bakı şəhəri, İsmayil Hidayətzadə küçəsi."
165 000,Köhnə tikili,1 / 9,4,var,"Bakı şəhəri, Əsəd Əhmədov küçəsi"
400 000,Köhnə tikili,3 / 4,4,var,"Bakı şəhəri, 28 may küç."
100 000,Köhnə tikili,4 / 5,3,var,"Bakı şəhəri, Şərifzadə küç. 55"
105 000,Yeni tikili,13 / 18,2,var,"Bakı şəhəri, Bəkir Çobanzadə küç"
225 000,Yeni tikili,12 / 21,5,var,"Bakı şəhəri,  Moskva prospekti"
300 000,Yeni tikili,8 / 16,4,var,"Bakı şəhəri, Həsən Əliyev küç."
550 000,Yeni tikili,4 / 16,4,var,"Bakı şəhəri, Huseyin Cavid Prospekti"
740 000,Yeni tikili,26 / 27,4,var,"Bakı şəhəri, Tbilisi pr. "
123 200,Yeni tikili,11 / 17,1,yoxdur,"Bakı şəhəri, Süleyman Rüstəmov küç. 69"
68 000,Yeni tikili,15 / 20,2,yoxdur,"Bakı şəhəri, Yavər Əliyev küçəsi "
115 000,Köhnə tikili,6 / 9,3,var,"Bakı şəhəri, C. Naxçıvanski küçəsi 64"
120 000,Köhnə tikili,6 / 9,3,var,"Bakı şəhəri, Məhəmməd Hadi küçəsi "
88 000,Köhnə tikili,2 / 5,3,var,"Bakı şəhəri, Eldar Xəlilov küçəsi 45"
100 000,Yeni tikili,3 / 16,2,var,"Bakı şəhəri, Bəkir Çobanzadə küç. 19"
137 000,Köhnə tikili,4 / 9,3,var,"Bakı şəhəri, Nəriman Nərimanov pr."
259 000,Yeni tikili,11 / 15,3,var,"Bakı şəhəri, Zahid Xəlilov küç."
110 000,Köhnə tikili,4 / 5,2,var,"Bakı şəhəri, Ağa Neymətulla küç"
245 000,Yeni tikili,7 / 20,3,var,"Bakı şəhəri, Həsən Salmani küçəsi"
42 000,Yeni tikili,15 / 18,2,var,"Bakı şəhəri, Badamdar qəsəbəsi"
100 000,Yeni tikili,7 / 7,3,var,"Bakı şəhəri,  Yeni Bakı yaşayış kompleksi bina 15 "
70 000,Yeni tikili,5 / 6,3,var,"Bakı şəhəri, Istiqlaliyyət küç."
140 000,Yeni tikili,12 / 13,2,var,"Bakı şəhəri, Ayaz İsmayılov küç."
155 000,Köhnə tikili,6 / 9,3,var,"Bakı şəhəri, Mətbuat pr."
350 000,Yeni tikili,2 / 17,4,var,"Bakı şəhəri, Faiq Yusifov küç. 15"
133 100,Yeni tikili,3 / 16,2,yoxdur,"Bakı şəhəri,  Azadlıq prospekti 80"
82 000,Yeni tikili,4 / 7,2,var,"Bakı şəhəri, S. Mehmandarov küç., 12"
168 000,Yeni tikili,3 / 19,3,var,"Bakı şəhəri, Əsəd Əhmədov küç "
126 000,Köhnə tikili,2 / 9,4,var,"Bakı şəhəri, Məhəmməd Hadi küçəsi"
315 000,Yeni tikili,16 / 18,4,var,"Bakı şəhəri, H.Əliyev küç. 22"
300 000,Yeni tikili,11 / 17,3,var,"Bakı şəhəri, H.Cavid pr. "
155 000,Köhnə tikili,5 / 9,3,var,"Bakı şəhəri, Mətbuat prospekti. "
209 000,Yeni tikili,16 / 20,3,var,"Bakı şəhəri, Əliyar Əliyev küç."
125 000,Köhnə tikili,6 / 9,3,var,"Bakı şəhəri, Əsəd Əhmədov küç "
125 000,Köhnə tikili,9 / 9,3,var,"Bakı şəhəri, Azadlıq pr "
136 000,Yeni tikili,8 / 19,2,var,"Bakı şəhəri, Həsən Əliyev küç."
140 000,Yeni tikili,3 / 13,3,var,"Bakı şəhəri, Məhəmməd Hadi küç."
235 000,Yeni tikili,3 / 21,3,var,"Bakı şəhəri, N.Rəfiyev k."
117 000,Yeni tikili,8 / 12,4,var,"Xırdalan şəhəri, N.Gəncəvi küçəsi"
250 000,Yeni tikili,6 / 19,3,var,"Bakı şəhəri, Ə. Salamzadə 22"
