Qiymet,Kategoriya,Mertebe,Otaq,Kupca,Seher
47 000,Köhnə tikili,2 / 2,2,var,"Bakı şəhəri, Yesenin küç. dalan 2 bina 1"
140 000,Yeni tikili,9 / 16,1,yoxdur,"Bakı şəhəri, Salatın Əsgərova küçəsi"
125 000,Yeni tikili,14 / 17,2,var,"Bakı şəhəri, Qarabağ küçəsi"
150 000,Yeni tikili,9 / 17,3,var,"Bakı şəhəri, Sadıqcan küçəsi"
111 000,Yeni tikili,6 / 11,3,var,"Xırdalan şəhəri, Abşeron Gənclər Şəhərciyi Bina 17, mənzil 25"
129 000,Yeni tikili,5 / 16,2,yoxdur,"Bakı şəhəri, Telnov küçəsi"
60 000,Köhnə tikili,3 / 5,2,var,"Bakı şəhəri, Cavanşir k. "
249 000,Yeni tikili,6 / 19,3,var,"Bakı şəhəri, Babək prospekti 10"
88 000,Yeni tikili,9 / 12,2,var,"Bakı şəhəri, Məhəmməd Xiyabani küçəsi"
113 000,Yeni tikili,15 / 16,2,yoxdur,"Bakı şəhəri, Xutor qəs."
220 000,Yeni tikili,12 / 18,4,var,"Bakı şəhəri, Elşən Süleymanov  küç."
100 000,Yeni tikili,11 / 11,1,yoxdur,"Bakı şəhəri, Ayaz Ismayilov küç"
90 900,Yeni tikili,10 / 16,2,yoxdur,"Bakı şəhəri, Əliyar Əliyev küçəsi"
225 000,Yeni tikili,16 / 17,4,yoxdur,"Bakı şəhəri, Səttar Bəhlulzadə küç. 101"
119 500,Köhnə tikili,6 / 9,3,var,"Bakı şəhəri, Cavanşir küç"
1 800 000,Yeni tikili,12 / 16,12,var,"Bakı şəhəri, Пр. БюльБюль 111"
260 000,Yeni tikili,3 / 7,3,var,"Bakı şəhəri, Mərkəzi bulvar küç. 95"
120 000,Yeni tikili,3 / 15,3,var,"Bakı şəhəri, Yavər Əliyev küçəsi"
123 000,Yeni tikili,11 / 20,3,var,"Bakı şəhəri, Əsəd Əhmədov"
53 900,Köhnə tikili,9 / 9,1,var,"Bakı şəhəri, Xudu Məmmədov küç"
96 000,Yeni tikili,17 / 17,2,var,"Bakı şəhəri, Əcəmi Naxçıvani küç"
65 000,Yeni tikili,13 / 15,2,yoxdur,"Bakı şəhəri, Məmməd Araz küçəsi."
260 000,Yeni tikili,16 / 16,3,var,"Bakı şəhəri, Aşıq Molla Cuma küç"
125 000,Yeni tikili,16 / 16,2,var,"Bakı şəhəri, Чебанзаде 19"
138 000,Yeni tikili,16 / 17,3,var,"Bakı şəhəri, Xudu Məmmədov küç "
61 000,Köhnə tikili,1 / 5,1,var,"Bakı şəhəri, Rahib Məmmədov küçəsi"
163 000,Köhnə tikili,3 / 9,4,var,"Bakı şəhəri, Akim Abbasov küç. "
130 000,Yeni tikili,11 / 14,2,yoxdur,"Bakı şəhəri, Qarabağ küçəsi, 48"
170 000,Köhnə tikili,2 / 6,3,var,"Bakı şəhəri, Bakixanov küç,"
79 500,Köhnə tikili,7 / 9,2,var,"Bakı şəhəri, Telnov küçəsi"
165 000,Yeni tikili,6 / 16,3,yoxdur,"Bakı şəhəri, Ə.Əliyev küçəsi"
93 000,Yeni tikili,5 / 9,2,var,"Bakı şəhəri, Nazim Hikmət küçəsi"
65 000,Yeni tikili,7 / 8,3,var,"Xırdalan şəhəri, Səttar Bəhlulzadə küç."
157 000,Köhnə tikili,4 / 9,5,var,"Bakı şəhəri, Naxçıvanski küç."
210 000,Yeni tikili,14 / 16,3,var,"Bakı şəhəri, A.M.Şərifzadə k."
216 000,Yeni tikili,3 / 16,4,yoxdur,"Bakı şəhəri, Əliyar Əliyev küçəsi "
430 000,Yeni tikili,11 / 17,4,var,"Bakı şəhəri, Əcəmi Naxçıvani küç"
140 000,Yeni tikili,9 / 17,2,var,"Bakı şəhəri, Cəfər Xəndan küç."
210 000,Yeni tikili,5 / 18,3,var,"Bakı şəhəri, Atatürk pr."
214 000,Yeni tikili,7 / 17,4,var,"Bakı şəhəri, Atatürk prospekti"
85 000,Yeni tikili,4 / 12,2,var,"Bakı şəhəri, Qədir Məmmədov küçəsi."
510 000,Yeni tikili,10 / 15,5,var,"Bakı şəhəri, S. Vurğun 23"
265 000,Yeni tikili,13 / 17,4,var,"Bakı şəhəri, İnqilab pr."
139 000,Yeni tikili,7 / 17,2,yoxdur,"Bakı şəhəri, Təbriz küç"
190 000,Yeni tikili,15 / 20,3,yoxdur,"Bakı şəhəri, Azadlıq prospekti"
213 390,Yeni tikili,5 / 9,2,yoxdur,"Bakı şəhəri, M.Muxtarov küç"
84 999,Yeni tikili,9 / 10,3,var,"Bakı şəhəri, İnşaatçılar küçəsi"
148 000,Yeni tikili,7 / 20,4,var,"Bakı şəhəri, Əsəd Əhmədov küç"
235 000,Yeni tikili,13 / 17,4,yoxdur,"Bakı şəhəri, Badamdar şossesi 1"
50 500,Yeni tikili,9 / 9,1,var,"Bakı şəhəri, Yeni Bakı yaşayış kompleksi 3E bloku"
160 000,Yeni tikili,16 / 19,3,var,"Bakı şəhəri, Gəncə pr 40"
212 000,Yeni tikili,7 / 7,3,yoxdur,"Bakı şəhəri, Mərkəzi Bulvar küç"
88 000,Yeni tikili,9 / 14,2,var,"Bakı şəhəri, Məhəmməd Xiyabani küçəsi"
67 000,Köhnə tikili,2 / 5,1,var,"Bakı şəhəri, Həsən bəy Zərdabi 69"
73 000,Köhnə tikili,5 / 5,2,var,"Bakı şəhəri, Vilayət Əsgərov ev 3 menzil 69"
105 000,Yeni tikili,11 / 11,3,var,"Bakı şəhəri, Neapol küç."
88 000,Yeni tikili,8 / 17,2,var,"Bakı şəhəri, Elşən Süleymanov  küç."
157 000,Köhnə tikili,3 / 9,5,var,"Bakı şəhəri, Məhəmməd Hadi küçəsi "
250 000,Yeni tikili,11 / 16,3,var,"Bakı şəhəri, Sarayevo küç."
130 000,Yeni tikili,3 / 16,3,var,"Bakı şəhəri, Sarayevo küç"
215 000,Köhnə tikili,3 / 5,3,var,"Bakı şəhəri, Teymur Elçin küçəsi 14"
180 000,Yeni tikili,6 / 15,3,var,"Bakı şəhəri, Şərifzadə küç."
373 000,Yeni tikili,8 / 13,4,var,"Bakı şəhəri, Həsənoğlu küçəsi"
180 000,Köhnə tikili,3 / 4,3,var,"Bakı şəhəri, Afiyyədin Cəlilov küç"
125 000,Yeni tikili,7 / 14,2,var,"Bakı şəhəri, Çobanzadə küç."
470 000,Yeni tikili,9 / 18,5,var,"Bakı şəhəri, Mir Cəlal küç."
175 000,Yeni tikili,10 / 11,3,var,"Bakı şəhəri, M.Hadi küç.54/22"
100 000,Köhnə tikili,9 / 9,3,yoxdur,"Bakı şəhəri, Rahib Məmmədov küçəsi, 26."
135 000,Yeni tikili,4 / 16,4,var,"Bakı şəhəri, Əsəd Əhmədov küç."
115 000,Yeni tikili,12 / 13,2,var,"Bakı şəhəri, M.Hadi küç. 7"
165 000,Yeni tikili,14 / 18,2,var,"Bakı şəhəri, Ak. Həsən Əliyev küç. "
89 000,Yeni tikili,14 / 17,2,yoxdur,"Bakı şəhəri, Ə.Əhmədov küç."
245 000,Yeni tikili,5 / 17,3,yoxdur,"Bakı şəhəri, İmran Qasımov küçəsi"
165 000,Köhnə tikili,4 / 5,2,var,"Bakı şəhəri, F.Əmirov küç.55"
182 000,Yeni tikili,13 / 17,3,var,"Bakı şəhəri,  A.Salamzadə küç 7"
260 000,Yeni tikili,6 / 7,2,yoxdur,"Bakı şəhəri, Qarabağ atları küç. "
95 000,Köhnə tikili,7 / 9,4,var,"Bakı şəhəri, Yusif Eyvazov küç 48"
200 000,Köhnə tikili,4 / 6,3,var,"Bakı şəhəri, Şamil Əzizbəyov küç."
243 000,Köhnə tikili,5 / 8,3,var,"Bakı şəhəri, S.Vurğun pr 123"
65 000,Köhnə tikili,5 / 5,1,var,"Bakı şəhəri, 20 Yanvar küç 30"
128 000,Yeni tikili,3 / 13,2,var,"Bakı şəhəri, Sarayevo küç."
300 000,Yeni tikili,8 / 16,4,var,"Bakı şəhəri, Şərifzadə küç."
154 500,Yeni tikili,3 / 16,3,var,"Bakı şəhəri, Ceyhun Səlimov küç."
118 000,Köhnə tikili,5 / 5,3,var,"Bakı şəhəri, Yusif Vəzir Çəmənzəminli küçəsi"
116 999,Köhnə tikili,8 / 9,2,var,"Bakı şəhəri, Azadlıq prospekti"
105 000,Köhnə tikili,1 / 5,3,var,"Bakı şəhəri, 20 yanvar küçəsi"
85 000,Yeni tikili,16 / 17,2,yoxdur,"Bakı şəhəri, E.Süleymanov küçəsi ev 158"
215 000,Yeni tikili,8 / 12,3,var,"Bakı şəhəri, Qarabağ küçəsi"
148 960,Yeni tikili,1 / 16,2,var,"Bakı şəhəri, H. Zərdabi prospekti 3166-cı məhəllə, B 1"
109 000,Yeni tikili,14 / 18,2,yoxdur,"Bakı şəhəri, Tofiq Məmmədov küçəsi 1"
91 000,Köhnə tikili,3 / 5,3,var,"Bakı şəhəri, H.Əliyev küçəsi "
220 000,Yeni tikili,9 / 16,3,yoxdur,"Bakı şəhəri, Mayakovski küc"
183 000,Yeni tikili,10 / 17,3,yoxdur,"Bakı şəhəri, Həsən Əliyev küçəsi 38 "
320 000,Yeni tikili,14 / 18,5,yoxdur,"Bakı şəhəri, Xətai pr.38"
50 000,Yeni tikili,12 / 12,2,var,"Xırdalan şəhəri, M.Ə.Rəsulzadə 7"
80 000,Köhnə tikili,9 / 9,3,var,"Bakı şəhəri, Abay Kunanbayev küçəsi"
255 000,Yeni tikili,10 / 16,4,var,"Bakı şəhəri, Yusif Vəzir Çəmənzəminli küç."
108 000,Yeni tikili,7 / 21,2,yoxdur,"Bakı şəhəri, S.Vurğun küç."
112 000,Köhnə tikili,3 / 5,3,var,"Bakı şəhəri,  Elşən Süleymanov küçəsi "
265 420,Yeni tikili,8 / 15,3,yoxdur,"Bakı şəhəri, Təbriz və İ.Həsənoğlu küç. kəsişməsi"
57 000,Köhnə tikili,5 / 5,1,var,"Bakı şəhəri, Nəsimi küçəsi"
140 000,Köhnə tikili,4 / 5,4,var,"Bakı şəhəri, Bəhruz Nuriyev küç"
200 000,Yeni tikili,13 / 19,2,var,"Bakı şəhəri, Şərifzadə 144"
65 000,Köhnə tikili,1 / 5,2,var,"Bakı şəhəri, 20 Yanvar küç. 7, m. 136"
98 000,Köhnə tikili,6 / 9,3,var,"Bakı şəhəri, Əli Vəliyev kücəsi 16"
340 000,Yeni tikili,8 / 17,4,var,"Bakı şəhəri, Əliyar Əliyev küç."
107 000,Yeni tikili,12 / 12,3,var,"Xırdalan şəhəri,  Heydər Əliyev prospekti 122"
262 000,Yeni tikili,3 / 14,3,yoxdur,"Bakı şəhəri, Qarabağ küçəsi ev 84"
112 000,Köhnə tikili,7 / 9,3,var,"Bakı şəhəri, Cavadxan küç."
239 000,Yeni tikili,11 / 16,3,var,"Bakı şəhəri, Həsənoğlu küçəsi "
125 000,Köhnə tikili,2 / 5,5,var,"Bakı şəhəri, Mirmahmud Kazımovski küç"
90 000,Yeni tikili,12 / 12,3,var,"Bakı şəhəri, Məhəmməd Xiyabani küçəsi 135"
107 000,Yeni tikili,15 / 18,2,var,"Bakı şəhəri, Tofiq Məmmədov 182"
210 000,Köhnə tikili,7 / 9,2,var,"Bakı şəhəri, Üzeyr Hacıbəyov küçəsi 39"
260 000,Yeni tikili,7 / 18,3,var,"Bakı şəhəri, Əlicabbar Orucəliyev 116"
108 000,Yeni tikili,10 / 16,3,yoxdur,"Bakı şəhəri, Babek prospekti"
55 000,Köhnə tikili,1 / 2,3,var,"Bakı şəhəri, 1 may küçəsi, bina 10"
165 000,Yeni tikili,13 / 18,3,yoxdur,"Bakı şəhəri, Zığ Şossesi"
205 000,Yeni tikili,4 / 17,2,var,"Bakı şəhəri, Xətai prospekti"
112 000,Köhnə tikili,6 / 6,2,var,"Bakı şəhəri,  Nəriman Nərimanov 197"
65 000,Köhnə tikili,4 / 5,1,var,"Bakı şəhəri, 20 yanvar küçəsi"
359 000,Yeni tikili,8 / 18,3,var,"Bakı şəhəri, Həsən bəy Zərdabi küç"
86 000,Yeni tikili,16 / 18,2,var,"Bakı şəhəri, Elşən Süleymanov  küç."
210 000,Köhnə tikili,7 / 7,5,yoxdur,"Bakı şəhəri, Sabit Orucov küç."
177 400,Yeni tikili,7 / 16,2,yoxdur,"Bakı şəhəri, Azadlıq pr."
155 000,Yeni tikili,3 / 16,3,yoxdur,"Bakı şəhəri, 8 Noyabr pr"
100 000,Yeni tikili,12 / 20,2,var,"Bakı şəhəri, Gəncə prospekti"
220 000,Yeni tikili,7 / 12,3,var,"Bakı şəhəri, Abdulvahab Salamzadə küç."
112 000,Köhnə tikili,5 / 9,3,var,"Bakı şəhəri, Aşıq Alı küç. 10"
72 000,Yeni tikili,2 / 16,1,yoxdur,"Bakı şəhəri, Xudu Məmmədov küçəsi"
129 000,Köhnə tikili,7 / 9,3,var,"Bakı şəhəri, Cavadxan küçəsi 70 ev 34"
165 000,Yeni tikili,5 / 16,2,yoxdur,"Bakı şəhəri, Salamzadə küç."
167 000,Köhnə tikili,4 / 9,3,var,"Bakı şəhəri, Azadlıq pr, Həsən Əliyev. Kəsişməsində"
114 000,Yeni tikili,2 / 5,3,var,"Bakı şəhəri, Həsən bəy Zərdabi küçəsi"
76 500,Köhnə tikili,5 / 5,3,var,"Bakı şəhəri, Polad Həşimov "
460 000,Yeni tikili,4 / 7,4,yoxdur,"Bakı şəhəri, Fəvvarələr küç. 1"
149 500,Yeni tikili,16 / 17,3,yoxdur,"Bakı şəhəri, Məhəmməd Hadi küçəsi"
155 000,Yeni tikili,7 / 17,3,yoxdur,"Bakı şəhəri, 8 Noyabr prospekti"
175 000,Yeni tikili,4 / 19,3,var,"Bakı şəhəri, Tblisi pr 31 66"
270 000,Yeni tikili,10 / 15,3,var,"Bakı şəhəri, Həsən Əliyev küçəsi"
126 000,Yeni tikili,16 / 20,3,var,"Bakı şəhəri, Gəncə prospekti"
180 000,Yeni tikili,14 / 16,3,var,"Bakı şəhəri, Şərifzadə küçəsi"
89 000,Köhnə tikili,4 / 9,3,yoxdur,"Bakı şəhəri, İnqilab İsmayılov Küçəsi"
107 000,Yeni tikili,14 / 16,1,yoxdur,"Bakı şəhəri, Ə.Dəmirçizadə küç. Ev 21D "
182 000,Yeni tikili,12 / 17,4,var,"Bakı şəhəri, İlqar Zülfüqarov küç"
215 000,Yeni tikili,10 / 15,3,var,"Bakı şəhəri, Azadlıq pr. "
420 000,Yeni tikili,5 / 16,4,var,"Bakı şəhəri, Faiq Yusifov küç"
120 000,Yeni tikili,2 / 5,2,var,"Bakı şəhəri, Hüseyn Cavid Prospekti"
180 000,Yeni tikili,18 / 18,3,var,"Bakı şəhəri, Mir Cəlal küçəsi"
92 000,Köhnə tikili,5 / 10,3,var,"Bakı şəhəri, D Massivi"
390 000,Yeni tikili,16 / 17,5,var,"Bakı şəhəri, Səməd Vurğun küçəsi "
125 000,Yeni tikili,6 / 17,2,var,"Bakı şəhəri, Cavanşir küçəsi"
112 000,Köhnə tikili,4 / 5,3,var,"Bakı şəhəri, A.M.Şərifzadə "
250 000,Yeni tikili,12 / 14,3,var,"Bakı şəhəri, Qəzənfər Musabəyov küçəsi"
470 000,Yeni tikili,8 / 23,3,var,"Bakı şəhəri, Dilarə Əliyeva küç."
295 000,Yeni tikili,8 / 9,5,yoxdur,"Bakı şəhəri, Həsən Əliyev 50"
140 000,Yeni tikili,4 / 5,3,var,"Bakı şəhəri, Bəhruz Nuriyev küçəsi"
96 900,Yeni tikili,6 / 19,2,yoxdur,"Bakı şəhəri, Gəncə pr."
280 000,Yeni tikili,17 / 19,4,var,"Bakı şəhəri, H.Əliyev küç (İnqilab)"
114 000,Köhnə tikili,3 / 5,2,var,"Bakı şəhəri, Teymur Elçin 15"
140 000,Yeni tikili,6 / 16,3,var,"Bakı şəhəri, Esed Ehmedov 56"
215 000,Yeni tikili,18 / 20,3,var,"Bakı şəhəri, Şərifzadə küç."
135 000,Yeni tikili,16 / 19,2,yoxdur,"Bakı şəhəri, Gəncə prospekti 29/30"
260 000,Yeni tikili,3 / 18,3,var,"Bakı şəhəri, Sabit Orucov küç"
305 000,Yeni tikili,5 / 20,3,var,"Bakı şəhəri, Zahid Xəlilov 23"
250 000,Yeni tikili,5 / 15,3,var,"Bakı şəhəri, Həsənoğlu küç."
92 000,Yeni tikili,20 / 20,2,var,"Bakı şəhəri, Gəncə prospekti"
38 500,Yeni tikili,4 / 7,1,var,"Xırdalan şəhəri, Şıxəli Qurbanov küç 36"
72 000,Yeni tikili,14 / 16,2,var,"Xırdalan şəhəri, Heydər Əliyev pr. "
185 000,Yeni tikili,18 / 21,4,yoxdur,"Bakı şəhəri, Moskva pr."
820 000,Yeni tikili,3 / 5,4,var,"Bakı şəhəri, Tofiq Məmmədov küçəsi"
315 000,Yeni tikili,16 / 18,4,var,"Bakı şəhəri, Sabit Rəhman küç."
189 000,Yeni tikili,10 / 16,2,var,"Bakı şəhəri, Mirəli Qaşqay küç."
102 000,Yeni tikili,8 / 13,2,var,"Bakı şəhəri, Cəmşid Naxçıvanski küç."
814 000,Yeni tikili,15 / 19,7,var,"Bakı şəhəri, Rəşid Behbudov küçəsi 14"
280 000,Yeni tikili,5 / 7,3,var,"Bakı şəhəri, Mərkəzi Bulvar kuçəsi 12"
170 000,Yeni tikili,8 / 17,2,var,"Bakı şəhəri, Azadlıq prospekti 22"
185 000,Köhnə tikili,1 / 5,2,var,"Bakı şəhəri, Azərbaycan pr."
270 000,Yeni tikili,5 / 27,3,yoxdur,"Bakı şəhəri, Tbilisi prospekti"
150 000,Yeni tikili,14 / 14,3,yoxdur,"Bakı şəhəri, Təbriz küçəsi"
245 000,Yeni tikili,3 / 15,3,var,"Bakı şəhəri, E. Babayev küç."
114 000,Yeni tikili,12 / 18,3,var,"Bakı şəhəri,  Şərifzadə küç.196A"
135 000,Yeni tikili,12 / 22,2,yoxdur,"Bakı şəhəri, Moskva prospekti "
151 500,Yeni tikili,13 / 17,3,var,"Bakı şəhəri, Əbdulhəzəl Dəmirçizadə küç "
76 000,Köhnə tikili,5 / 5,2,var,"Bakı şəhəri, Bəhruz Nuriyev küçəsi"
75 000,Yeni tikili,6 / 17,2,var,"Bakı şəhəri, Əliağa Şıxlinski küç."
136 000,Yeni tikili,13 / 19,2,var,"Bakı şəhəri, Xudu Məmmədov küç."
145 000,Yeni tikili,7 / 14,2,var,"Bakı şəhəri, Qədir Məmmədov küç."
1 600 000,Yeni tikili,12 / 22,8,var,"Bakı şəhəri, Azadlıq Prospekti"
33 000,Yeni tikili,7 / 7,1,yoxdur,"Xırdalan şəhəri, Heydər Əliyev prospekti 167"
187 000,Yeni tikili,9 / 20,3,var,"Bakı şəhəri, Həsən Zərdabi küçəsi "
110 000,Yeni tikili,14 / 19,1,var,"Bakı şəhəri, H.B.Zərdabi küç."
2 990 000,Yeni tikili,14 / 15,8,var,"Bakı şəhəri, Bakıxanov küç."
115 000,Yeni tikili,5 / 12,2,var,"Bakı şəhəri, Qaçaq Nəbi küç."
105 000,Köhnə tikili,2 / 5,2,var,"Bakı şəhəri, Nizami küçəsi 219"
50 000,Yeni tikili,8 / 10,1,var,"Bakı şəhəri, A.Məmmədov küç. 47,mən.8"
92 000,Yeni tikili,5 / 6,3,yoxdur,"Xırdalan şəhəri, Nizami Gəncəvi küç"
175 000,Yeni tikili,3 / 16,3,var,"Bakı şəhəri, Kənar Dairəvi yol 1"
148 000,Yeni tikili,12 / 17,3,var,"Bakı şəhəri, Azadliq pr"
82 000,Köhnə tikili,4 / 5,2,var,"Bakı şəhəri, Ziya Bünyadov pr."
199 000,Yeni tikili,10 / 16,3,yoxdur,"Bakı şəhəri, H.Əliyev 22."
335 000,Yeni tikili,14 / 18,3,var,"Bakı şəhəri,  C.Məmmədquluzadə küç."
163 000,Köhnə tikili,3 / 9,4,var,"Bakı şəhəri, M Hadi küç."
62 000,Köhnə tikili,2 / 5,1,var,"Bakı şəhəri, Həsən bəy Zərdabi küçəsi"
100 000,Yeni tikili,5 / 17,2,var,"Bakı şəhəri, Özbəkistan küç. "
198 000,Yeni tikili,4 / 16,2,var,"Bakı şəhəri, Səməd Vurğun küçəsi"
1 020 000,Yeni tikili,12 / 29,4,var,"Bakı şəhəri, 8 Noyabr pr 15"
125 900,Yeni tikili,5 / 16,2,var,"Bakı şəhəri, Şərifzadə küç."
136 000,Yeni tikili,3 / 12,3,var,"Bakı şəhəri, Əsəd Əhmədov küçəsi "
190 000,Köhnə tikili,8 / 10,3,var,"Bakı şəhəri, Ş.Əzizbəyov k."
74 500,Köhnə tikili,2 / 5,2,var,"Bakı şəhəri, Naxçıvanski küç."
77 000,Köhnə tikili,5 / 5,2,var,"Bakı şəhəri, 20 Yanvar küçəsi "
130 000,Yeni tikili,2 / 18,2,var,"Bakı şəhəri, Mir Cəlal küçəsi,3169-cu məhəllə"
163 000,Yeni tikili,5 / 19,2,var,"Bakı şəhəri, Həsən bəy Zərdabi pr"
120 000,Yeni tikili,18 / 18,3,var,"Bakı şəhəri, Elşən Süleymanov küç."
124 000,Yeni tikili,5 / 16,2,yoxdur,"Bakı şəhəri, Nərimanov r Təbriz küç 16 "
122 500,Yeni tikili,8 / 15,3,yoxdur,"Bakı şəhəri,  Abay Kunanbayev küçəsi 135A"
315 000,Yeni tikili,12 / 14,3,var,"Bakı şəhəri, Ceyhun Hacıbəyli küç."
98 000,Yeni tikili,16 / 17,2,var,"Bakı şəhəri, Xudu Məmmədov k."
155 000,Yeni tikili,10 / 19,3,var,"Bakı şəhəri, Gəncə prospekti"
130 000,Yeni tikili,11 / 14,3,var,"Bakı şəhəri, 20 yanvar küçəsi"
70 000,Yeni tikili,16 / 22,1,yoxdur,"Bakı şəhəri, Əsəd Əhmədov küçəsi"
66 000,Köhnə tikili,9 / 9,2,var,"Bakı şəhəri, Zağulba yolu 1"
150 000,Yeni tikili,10 / 16,2,var,"Bakı şəhəri, İbrahimpaşa Dadaşov 200 mənzil 100"
300 000,Yeni tikili,6 / 13,4,var,"Bakı şəhəri, Z.Bünyadov küç."
94 500,Yeni tikili,16 / 16,2,yoxdur,"Bakı şəhəri, Rizvan Teymurov küç."
227 439,Yeni tikili,16 / 18,3,yoxdur,"Bakı şəhəri, Əbdülvahab Salamzadə küç. 31"
151 500,Yeni tikili,6 / 18,3,yoxdur,"Bakı şəhəri, Mir Cəlal küçəsi"
105 000,Yeni tikili,16 / 17,2,yoxdur,"Bakı şəhəri, B.Çobanzadə küç. "
112 000,Yeni tikili,13 / 19,2,var,"Bakı şəhəri, Abbas Mirzə Şərifzadə küç "
105 000,Köhnə tikili,3 / 16,3,var,"Bakı şəhəri, Azadlıq pr-ti 160"
138 500,Yeni tikili,11 / 14,2,yoxdur,"Bakı şəhəri, Təbriz küçəsi"
320 000,Yeni tikili,4 / 17,3,var,"Bakı şəhəri, Badamdar qəsəbəsi 14"
96 000,Köhnə tikili,4 / 5,2,var,"Bakı şəhəri, Neapol küç."
82 000,Köhnə tikili,5 / 9,2,var,"Bakı şəhəri, Qaçaq Nəbi küçəsi"
176 000,Yeni tikili,8 / 18,3,var,"Bakı şəhəri, Əsəd Əhmədov küçəsi "
103 000,Yeni tikili,8 / 16,2,yoxdur,"Bakı şəhəri, Təbriz küç"
115 000,Yeni tikili,8 / 19,3,var,"Bakı şəhəri, Telnov küç"
239 000,Yeni tikili,11 / 16,3,var,"Bakı şəhəri, Həsənoğlu küç."
167 000,Yeni tikili,2 / 18,3,var,"Bakı şəhəri, Cabbar Məmmədzadə küçəsi"
178 000,Yeni tikili,12 / 14,3,yoxdur,"Bakı şəhəri, F.Yusifov küç. "
147 000,Yeni tikili,16 / 18,2,yoxdur,"Bakı şəhəri, Əliyar Əliyev küçəsi"
139 900,Yeni tikili,3 / 22,3,yoxdur,"Bakı şəhəri, Əsəd Əhmədov küç."
140 000,Yeni tikili,11 / 15,3,yoxdur,"Bakı şəhəri, A.Mustafayev küç."
150 000,Yeni tikili,9 / 18,3,var,"Bakı şəhəri, Həsən bəy Zərdabi küçəsi "
240 000,Yeni tikili,6 / 16,3,var,"Bakı şəhəri, Arif Heydərov küçəsi"
125 000,Yeni tikili,18 / 18,4,var,"Bakı şəhəri, Şıxlinski 45"
295 000,Yeni tikili,11 / 19,4,var,"Bakı şəhəri, Mətbuat pr"
127 600,Yeni tikili,7 / 16,2,yoxdur,"Bakı şəhəri, Ceyhun Səlimov küçəsi"
239 000,Yeni tikili,15 / 27,3,var,"Bakı şəhəri, Tbilisi pr. "
188 000,Yeni tikili,9 / 19,2,var,"Bakı şəhəri, Zərgərpalan küçəsi"
145 000,Yeni tikili,8 / 10,3,var,"Bakı şəhəri, Zahid Xəlilov küç."
170 000,Yeni tikili,3 / 7,2,yoxdur,"Bakı şəhəri, Ak.Həsən Əliyev küç."
110 000,Köhnə tikili,5 / 9,4,var,"Bakı şəhəri,  Mehmandarov küç."
63 500,Yeni tikili,5 / 14,2,var,"Xırdalan şəhəri, H.Əliyev pr."
152 000,Yeni tikili,10 / 19,3,var,"Bakı şəhəri, Gəncə prospekti "
150 000,Yeni tikili,9 / 16,3,var,"Bakı şəhəri, Həsənbəy Zərdabi küç "
250 000,Yeni tikili,14 / 16,3,yoxdur,"Bakı şəhəri, Təbriz küç"
107 000,Yeni tikili,3 / 16,4,var,"Xırdalan şəhəri, H.Əliyev pr."
97 000,Yeni tikili,6 / 16,2,yoxdur,"Bakı şəhəri, Mikayıl Müşviq 26 "
209 000,Yeni tikili,12 / 17,3,var,"Bakı şəhəri, Şərifzadə küçəsi"
145 000,Yeni tikili,4 / 16,3,yoxdur,"Bakı şəhəri, Kazımovski küç."
294 000,Yeni tikili,6 / 16,4,var,"Bakı şəhəri, Məhəmməd Xiyabani küç."
185 000,Yeni tikili,2 / 10,3,var,"Bakı şəhəri, Həsən bəy Zərdabi küç"
140 000,Yeni tikili,8 / 16,2,var,"Bakı şəhəri, Nərimanov pr."
850 000,Yeni tikili,15 / 22,4,var,"Bakı şəhəri, Huseyn Cavid pr. 47"
160 000,Yeni tikili,9 / 10,3,var,"Bakı şəhəri, Bəhruz Nuriyev küç"
95 000,Yeni tikili,14 / 15,2,var,"Bakı şəhəri, Həsən Əliyev Küçəsi"
95 000,Köhnə tikili,2 / 5,2,var,"Bakı şəhəri, Məhsəti Gəncəvi 20"
112 000,Köhnə tikili,1 / 5,4,var,"Bakı şəhəri, Xudu Məmmədov küçəsi."
97 000,Yeni tikili,18 / 22,2,yoxdur,"Bakı şəhəri, Nəcəfqulu Rəfiyev küç."
217 000,Yeni tikili,9 / 18,2,yoxdur,"Bakı şəhəri, Hüseyin Cavid pr"
178 000,Yeni tikili,25 / 27,3,var,"Bakı şəhəri, Şəfayət Mehdiyev küç."
57 000,Yeni tikili,6 / 17,1,yoxdur,"Bakı şəhəri, Sadıqcan k."
210 000,Yeni tikili,14 / 17,3,var,"Bakı şəhəri, Qarabağ küç "
180 000,Yeni tikili,10 / 20,3,var,"Bakı şəhəri, Məhəmməd Hadi küç "
161 000,Yeni tikili,16 / 17,3,var,"Bakı şəhəri, Adil Məmmədov küç."
67 300,Köhnə tikili,3 / 5,2,var,"Bakı şəhəri, Polad Həşimov küç."
285 000,Yeni tikili,16 / 21,3,var,"Bakı şəhəri, А.Джалилова"
89 500,Köhnə tikili,3 / 5,2,var,"Bakı şəhəri, Hüseyn Seyidzadə küçəsi 2"
120 000,Köhnə tikili,7 / 9,3,var,"Bakı şəhəri, İ. Qutqaşenli küç. 9A"
92 000,Köhnə tikili,6 / 9,2,var,"Bakı şəhəri, Məhəmməd Xiyabani küç"
207 000,Yeni tikili,7 / 16,3,var,"Bakı şəhəri, Qarabağ küçəsi"
